time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-05-08T08:53:26.000Z,44.301,-114.8781,12.6,2.7,mc,38,68.3999945280004,0.5210229,0.4,mb,mb15491283,2015-05-15T18:01:50.598Z,"56km WSW of Challis, Idaho",earthquake
2015-05-08T08:26:45.000Z,56.7956,-155.3879,54.6,2.5,ml,,,,0.5,ak,ak11585823,2015-05-13T22:00:01.993Z,"109km N of Chirikof Island, Alaska",earthquake
2015-05-08T08:03:25.000Z,53.1638,-166.7335,43.2,2.6,ml,,,,0.35,ak,ak11585758,2015-05-13T21:59:43.046Z,"80km S of Unalaska, Alaska",earthquake
2015-05-08T07:52:05.650Z,-6.1632,149.8339,36.9,5.3,mb,,35,3.036,0.89,us,us20002dqa,2015-05-09T19:56:38.000Z,"31km E of Kandrian, Papua New Guinea",earthquake
2015-05-08T07:51:10.760Z,35.3154,140.0955,40.82,3.8,mb,,155,0.916,0.46,us,us20002e99,2015-05-10T21:59:34.906Z,"17km ESE of Kisarazu, Japan",earthquake
2015-05-08T07:47:54.030Z,27.8248,85.9382,10,4.1,mb,,138,0.784,0.92,us,us20002dq9,2015-05-10T21:45:42.594Z,"14km S of Kodari, Nepal",earthquake
2015-05-08T07:31:12.000Z,51.9095,179.5859,4.6,2.5,ml,,,,0.37,ak,ak11595199,2015-05-13T22:02:21.149Z,"4km SSW of Semisopochnoi Island, Alaska",earthquake
2015-05-08T07:21:19.900Z,18.9326,-65.0836,28,2.5,Md,5,259.2,0.59109146,0.07,pr,pr15128000,2015-05-08T15:23:51.797Z,"67km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-05-08T04:18:40.000Z,59.8045,-153.3614,121.7,2.7,ml,,,,0.6,ak,ak11585422,2015-05-13T22:01:25.902Z,"83km SSW of Redoubt Volcano, Alaska",earthquake
2015-05-08T03:58:05.750Z,38.0405,-118.8168333,7.04,2.51,md,44,88,0.03786,0.07,nc,nc72445136,2015-05-08T18:24:04.852Z,"43km ESE of Bridgeport, California",earthquake
2015-05-08T03:12:20.490Z,1.5464,97.8673,34.42,5.9,mb,,23,0.378,0.95,us,us20002dp5,2015-05-13T21:56:59.000Z,"103km WSW of Sibolga, Indonesia",earthquake
2015-05-08T03:02:33.540Z,13.705,92.6757,29.35,4.6,mb,,72,2.037,0.72,us,us20002dp4,2015-05-08T11:05:11.648Z,"221km N of Bamboo Flat, India",earthquake
2015-05-08T03:01:50.630Z,-7.2164,154.7907,45.49,5,mb,,63,3.983,0.84,us,us20002dp6,2015-05-08T11:04:24.101Z,"125km SW of Panguna, Papua New Guinea",earthquake
2015-05-08T02:56:55.100Z,-23.6866,-179.7263,518.9,4.6,mb,,60,5.765,1,us,us20002dnz,2015-05-08T11:00:09.866Z,"South of the Fiji Islands",earthquake
2015-05-08T01:46:56.000Z,61.9016,-151.0058,70.9,2.6,ml,,,,0.47,ak,ak11585232,2015-05-13T22:01:44.205Z,"53km WNW of Willow, Alaska",earthquake
2015-05-08T01:34:46.980Z,-5.8152,151.7089,49.36,4.7,mb,,87,1.675,0.55,us,us20002dnn,2015-05-08T09:37:22.919Z,"173km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-08T01:11:47.000Z,53.8881,-163.9772,40.6,3.7,ml,,,,0.34,ak,ak11585211,2015-05-13T21:58:27.908Z,"113km SSW of False Pass, Alaska",earthquake
2015-05-08T01:06:04.700Z,36.5088,-99.0135,8.42,3.3,mb_lg,,48,0.129,0.96,us,us20002dna,2015-05-08T09:08:39.694Z,"18km ENE of Mooreland, Oklahoma",earthquake
2015-05-08T00:32:33.960Z,27.6418,85.979,11.56,4.9,mb,,77,0.802,0.66,us,us20002dn5,2015-05-16T05:09:09.146Z,"34km S of Kodari, Nepal",earthquake
2015-05-08T00:25:00.760Z,28.8579,51.8136,10,4.3,mb,,39,5.527,0.78,us,us20002dn2,2015-05-16T04:54:21.904Z,"73km SE of Borazjan, Iran",earthquake
2015-05-07T23:32:31.000Z,58.2047,-155.8746,139.8,2.7,ml,,,,0.54,ak,ak11590010,2015-05-11T21:51:09.990Z,"70km SE of King Salmon, Alaska",earthquake
2015-05-07T23:24:00.920Z,-7.5804,154.6529,35,4.7,mb,,116,7.63,0.55,us,us20002dmw,2015-05-08T07:26:29.066Z,"167km SSW of Panguna, Papua New Guinea",earthquake
2015-05-07T23:00:59.300Z,-32.1096,-68.0689,23.01,4.7,mwr,,40,0.768,0.73,us,us20002dma,2015-05-16T04:38:44.534Z,"54km SSE of Caucete, Argentina",earthquake
2015-05-07T22:58:05.490Z,32.4799,-97.1324,3.16,4,mb_lg,,48,0.393,0.52,us,us20002dm8,2015-05-12T16:23:26.087Z,"5km NNW of Venus, Texas",earthquake
2015-05-07T22:48:30.120Z,22.6864,143.6614,71.35,4.8,mb,,39,4.59,0.99,us,us20002dm1,2015-05-17T01:01:45.778Z,"270km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-05-07T21:31:06.200Z,36.5085,-99.0681,7.986,3.3,ml,,238,,0.83,us,us20002dl0,2015-05-16T23:03:51.089Z,"14km ENE of Mooreland, Oklahoma",earthquake
2015-05-07T21:18:43.170Z,-4.8702,152.0973,35,5.1,mb,,23,0.677,0.75,us,us20002dkr,2015-05-17T02:18:57.231Z,"60km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-07T20:29:26.260Z,43.2835,141.6182,178.91,4,mb,,91,0.458,0.75,us,us20002djy,2015-05-08T04:33:14.975Z,"11km NE of Tobetsu, Japan",earthquake
2015-05-07T20:19:11.850Z,-7.5255,154.8795,4.77,4.8,mb,,130,4.274,1.31,us,us20002dk1,2015-05-08T04:22:26.387Z,"149km SSW of Panguna, Papua New Guinea",earthquake
2015-05-07T19:54:03.470Z,-19.0903,-172.789,10,5,mb,,83,2.706,1.2,us,us20002djj,2015-05-08T03:58:01.561Z,"134km ESE of Neiafu, Tonga",earthquake
2015-05-07T19:37:19.000Z,51.8926,178.4027,103.4,3.2,ml,,,,0.56,ak,ak11584693,2015-05-11T21:48:46.527Z,"9km SW of Little Sitkin Island, Alaska",earthquake
2015-05-07T18:27:17.420Z,19.392,-155.2773333,2.88,2.8,ml,29,42,0.004833,0.08,hv,hv60920521,2015-05-08T02:29:57.574Z,"5km SW of Volcano, Hawaii",earthquake
2015-05-07T18:24:13.120Z,19.391,-155.2771667,2.91,2.99,ml,28,42,0.005472,0.08,hv,hv60920516,2015-05-08T02:26:40.321Z,"6km SW of Volcano, Hawaii",earthquake
2015-05-07T17:58:17.120Z,-5.8963,151.8183,27.99,4.8,mb,,86,1.728,0.99,us,us20002di3,2015-05-08T02:00:46.903Z,"177km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-07T16:30:47.160Z,27.8216,85.4647,10,3.4,mb,,192,1.2,1.1,us,us20002dkn,2015-05-14T23:22:14.878Z,"13km NNW of Nagarkot, Nepal",earthquake
2015-05-07T16:28:50.900Z,35.9496,-96.7644,4.409,2.6,ml,,119,,0.61,us,us20002dif,2015-05-16T23:04:18.375Z,"3km S of Cushing, Oklahoma",earthquake
2015-05-07T16:21:29.950Z,1.2778,97.0901,29.43,4.5,mwr,,151,0.485,0.92,us,us20002dg7,2015-05-08T15:38:48.702Z,"154km SSE of Sinabang, Indonesia",earthquake
2015-05-07T16:15:16.990Z,1.3326,96.9426,13.8,4.9,mb,,89,0.633,1.12,us,us20002dg5,2015-05-08T15:15:09.306Z,"141km SSE of Sinabang, Indonesia",earthquake
2015-05-07T15:46:25.340Z,-5.5716,152.4523,60.61,4.8,mb,,98,1.401,0.81,us,us20002dfv,2015-05-08T14:49:00.500Z,"136km S of Kokopo, Papua New Guinea",earthquake
2015-05-07T14:46:25.090Z,-8.002,-77.6382,51.02,4.7,mb,,154,4.037,0.59,us,us20002de6,2015-05-07T22:49:03.258Z,"52km ESE of Huamachuco, Peru",earthquake
2015-05-07T14:44:24.000Z,53.6697,-164.5415,41.2,2.9,ml,,,,0.4,ak,ak11584417,2015-05-11T21:49:54.220Z,"96km ESE of Akutan, Alaska",earthquake
2015-05-07T14:34:44.050Z,-7.4402,154.6595,42.33,4.9,mb,,117,4.072,1.44,us,us20002de4,2015-05-07T22:37:26.002Z,"154km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T14:26:23.730Z,40.455,-124.7768333,24.18,2.7,md,30,271,0.3342,0.27,nc,nc72444681,2015-05-07T22:29:03.933Z,"45km WSW of Ferndale, California",earthquake
2015-05-07T14:04:21.630Z,55.9166,165.0066,36.12,4.5,mb,,117,4.706,0.51,us,us20002ddu,2015-05-07T22:07:05.042Z,"101km NW of Nikol'skoye, Russia",earthquake
2015-05-07T14:00:06.600Z,-6.9477,154.8018,35,4.9,mb,,89,5.662,1.41,us,us20002ddx,2015-05-07T22:02:45.225Z,"102km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T13:56:18.300Z,40.1671667,-121.0681667,6.4,2.9,md,41,66,0.0584,0.08,nc,nc72444676,2015-05-07T22:05:59.656Z,"10km WNW of Greenville, California",earthquake
2015-05-07T13:35:10.000Z,56.2853,-156.44,69.4,2.7,ml,,,,0.54,ak,ak11589978,2015-05-11T21:50:32.461Z,"72km NW of Chirikof Island, Alaska",earthquake
2015-05-07T13:26:53.000Z,62.2847,-150.4977,57.3,2.9,ml,,,,0.68,ak,ak11584362,2015-05-11T21:49:34.588Z,"20km WSW of Talkeetna, Alaska",earthquake
2015-05-07T13:11:19.150Z,-7.518,154.8581,35,4.9,mb,,101,4.255,1.03,us,us20002dd9,2015-05-07T21:15:03.191Z,"149km SSW of Panguna, Papua New Guinea",earthquake
2015-05-07T12:48:38.020Z,36.3085,-96.8813,6.72,3.1,mb_lg,,60,0.195,0.4,us,us20002dd8,2015-05-07T16:45:50.503Z,"7km WSW of Pawnee, Oklahoma",earthquake
2015-05-07T12:32:50.470Z,4.5725,126.3793,111.77,4.6,mb,,86,2.605,0.96,us,us20002dd3,2015-05-07T20:36:03.801Z,"136km SE of Sarangani, Philippines",earthquake
2015-05-07T12:10:46.950Z,19.4505005,-155.4880066,9.8,2.61,ml,18,52,0.06759,0.14,hv,hv60920201,2015-05-07T20:14:39.118Z,"26km W of Volcano, Hawaii",earthquake
2015-05-07T11:33:00.420Z,-7.0577,154.3851,10,5.5,mb,,56,3.605,0.89,us,us20002dcs,2015-05-13T21:56:58.000Z,"146km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T11:04:05.000Z,52.2114,-174.2299,205.9,2.7,ml,,,,0.53,ak,ak11589970,2015-05-11T21:50:50.933Z,"2km NW of Atka, Alaska",earthquake
2015-05-07T10:12:11.610Z,-7.3937,154.7126,10,4.8,mb,,97,4.068,0.67,us,us20002dch,2015-05-07T18:15:50.875Z,"146km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T10:00:47.010Z,11.6949,142.0876,10,5.1,mb,,48,3.303,0.76,us,us20002dce,2015-05-07T18:03:17.101Z,"273km NE of Fais, Micronesia",earthquake
2015-05-07T09:51:36.140Z,-7.3459,154.3401,35,4.7,mb,,72,3.809,0.82,us,us20002dcc,2015-05-07T17:54:10.466Z,"170km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T09:33:58.380Z,-6.9069,154.6431,10,4.8,mb,,49,3.656,0.7,us,us20002dc4,2015-05-07T17:36:40.935Z,"113km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T08:50:53.610Z,-7.4513,154.7588,10,5,mb,,72,4.141,0.68,us,us20002dbz,2015-05-07T17:10:09.900Z,"148km SSW of Panguna, Papua New Guinea",earthquake
2015-05-07T08:42:35.250Z,48.3358333,-122.0843333,10.55,3.67,ml,51,38,0.07221,0.36,uw,uw60998397,2015-05-10T23:31:15.633Z,"12km NNE of Bryant, Washington",earthquake
2015-05-07T08:34:56.190Z,13.9067,-92.4178,37.87,4.4,mb,,155,0.932,0.81,us,us20002dbt,2015-05-07T16:37:26.370Z,"69km SW of Champerico, Guatemala",earthquake
2015-05-07T08:12:37.390Z,-7.1816,154.5247,10,5,mb,,72,3.787,0.71,us,us20002dbi,2015-05-07T16:15:11.445Z,"142km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T08:05:44.550Z,-7.36,154.3748,10,5,mb,,80,3.84,0.91,us,us20002dbe,2015-05-07T16:08:17.791Z,"168km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T07:57:20.700Z,18.9409,-64.3215,35,2.7,Md,6,306,0.20930746,0.14,pr,pr15127006,2015-05-07T15:59:49.883Z,"65km NNE of Road Town, British Virgin Islands",earthquake
2015-05-07T07:53:32.280Z,37.4755,-118.6511667,7.41,2.57,md,38,56,0.1131,0.07,nc,nc72444611,2015-05-07T19:30:05.602Z,"21km NW of West Bishop, California",earthquake
2015-05-07T07:36:30.350Z,-7.3934,154.8285,10,5.1,mb,,85,4.141,1.14,us,us20002db0,2015-05-07T15:39:06.513Z,"139km SSW of Panguna, Papua New Guinea",earthquake
2015-05-07T07:23:16.734Z,41.8577,-119.6368,4.7077,2.9,ml,4,223.56,0.152,0.1159,nn,nn00493297,2015-05-07T18:01:19.011Z,"69km ESE of Lakeview, Oregon",earthquake
2015-05-07T07:10:22.000Z,-7.2255,154.5511,23.18,7.1,mww,,10,3.837,1.14,us,us20002das,2015-05-09T19:56:36.000Z,"144km SW of Panguna, Papua New Guinea",earthquake
2015-05-07T06:07:32.500Z,40.4401667,-125.7073333,10.72,2.87,md,16,310,1.093,0.23,nc,nc72444561,2015-05-09T07:43:03.960Z,"123km W of Ferndale, California",earthquake
2015-05-07T05:33:45.190Z,-18.2342,-69.238,129.47,4.7,mb,,51,0.954,0.96,us,us20002da7,2015-05-07T13:36:15.610Z,"34km E of Putre, Chile",earthquake
2015-05-07T04:58:54.600Z,18.9185,-64.3555,34,3.1,Md,8,295.2,0.18864621,0.21,pr,pr15127004,2015-05-07T13:02:07.653Z,"62km NNE of Road Town, British Virgin Islands",earthquake
2015-05-07T03:53:18.700Z,18.9165,-64.2173,37,3.2,Md,16,320.4,0.21559567,0.09,pr,pr15127001,2015-05-07T11:56:02.252Z,"69km NE of Road Town, British Virgin Islands",earthquake
2015-05-07T03:49:16.900Z,18.6131,-65.1265,35,2.8,Md,15,172.8,0.30722383,0.23,pr,pr15127000,2015-05-07T11:51:56.622Z,"36km NW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-05-07T03:04:36.000Z,18.909,-64.3212,36,2.9,Md,7,306,0.17786643,0.05,pr,pr15127002,2015-05-07T11:07:07.437Z,"62km NNE of Road Town, British Virgin Islands",earthquake
2015-05-07T02:48:50.590Z,35.6182,-97.0588,5,2.9,mb_lg,,98,0.057,0.7,us,us20002d8n,2015-05-07T05:30:18.552Z,"13km ESE of Luther, Oklahoma",earthquake
2015-05-07T02:15:03.190Z,-5.6215,152.8941,35,4.8,mb,,103,1.596,1.15,us,us20002d8i,2015-05-07T10:17:34.129Z,"128km S of Taron, Papua New Guinea",earthquake
2015-05-07T01:43:27.000Z,54.5078,-161.2051,10.7,2.6,ml,,,,0.82,ak,ak11584117,2015-05-11T21:51:29.020Z,"102km SSW of Sand Point, Alaska",earthquake
2015-05-07T01:00:01.770Z,15.0475,147.0136,50.83,4.5,mb,,151,1.187,0.51,us,us20002d7f,2015-05-07T09:02:47.319Z,"136km E of Saipan, Northern Mariana Islands",earthquake
2015-05-07T00:08:39.000Z,53.3206,-161.5994,35.3,2.8,ml,,,,0.56,ak,ak11583883,2015-05-11T21:50:13.528Z,"207km SE of False Pass, Alaska",earthquake
2015-05-06T22:49:58.076Z,41.8858,-119.6292,10.1044,2.94,ml,5,129.64,0.14,0.1755,nn,nn00493200,2015-05-07T17:04:00.280Z,"72km SE of Lakeview, Oregon",earthquake
2015-05-06T22:31:18.310Z,31.2781667,-115.4301667,10,3.83,ml,4,112,0.2344,0.04,ci,ci37376088,2015-05-07T20:15:42.640Z,"108km SSW of Alberto Oviedo Mota, B.C., Mexico",earthquake
2015-05-06T22:16:37.500Z,-14.4174,166.6938,37.35,5.1,mb,,63,1.136,0.87,us,us20002cdu,2015-05-07T06:19:16.034Z,"79km NNW of Port-Olry, Vanuatu",earthquake
2015-05-06T21:56:28.530Z,27.4878,85.0973,10,3.3,mb,,206,1.59,0.28,us,us20002ced,2015-05-07T21:29:28.977Z,"9km NE of Hitura, Nepal",earthquake
2015-05-06T21:48:55.000Z,51.9008,178.818,123.7,2.9,ml,,,,0.28,ak,ak11583802,2015-05-14T23:13:30.108Z,"22km ESE of Little Sitkin Island, Alaska",earthquake
2015-05-06T21:06:15.000Z,55.5503,-160.0179,9.9,3,ml,,,,0.62,ak,ak11583738,2015-05-12T21:15:21.128Z,"38km NE of Sand Point, Alaska",earthquake
2015-05-06T20:37:19.100Z,40.1418333,-123.8241667,22.9,2.75,md,24,77,0.09562,0.11,nc,nc72444386,2015-05-07T20:52:04.251Z,"2km N of Redway, California",earthquake
2015-05-06T20:13:36.890Z,19.3848333,-155.2413333,2.88,2.55,ml,27,78,0.01123,0.09,hv,hv60919301,2015-05-08T00:34:06.056Z,"5km S of Volcano, Hawaii",earthquake
2015-05-06T19:49:32.520Z,40.1423333,-123.8231667,22.42,2.73,md,26,77,0.09509,0.11,nc,nc72444356,2015-05-07T19:57:06.112Z,"2km N of Redway, California",earthquake
2015-05-06T19:26:56.000Z,51.3827,179.5176,47.8,2.6,ml,,,,0.3,ak,ak11583666,2015-05-14T23:14:11.118Z,"63km S of Semisopochnoi Island, Alaska",earthquake
2015-05-06T18:30:46.540Z,40.6105,-122.4275,22.6,3.23,ml,28,64,0.04909,0.09,nc,nc72444316,2015-05-13T13:43:37.468Z,"4km NW of Redding, California",earthquake
2015-05-06T18:17:00.000Z,59.9269,-153.0345,111.5,2.8,ml,,,,0.64,ak,ak11583595,2015-05-12T21:14:07.233Z,"64km SSW of Redoubt Volcano, Alaska",earthquake
2015-05-06T17:30:14.550Z,7.8774,98.6632,14.96,3.9,mb,,127,3.135,0.5,us,us20002cdv,2015-05-07T07:54:26.587Z,"10km SE of Ban Phlu Nai (1), Thailand",earthquake
2015-05-06T17:13:13.610Z,-4.9615,133.9318,6.54,4.3,mb,,111,2.633,1,us,us20002cb2,2015-05-07T01:15:49.968Z,"94km NNW of Dobo, Indonesia",earthquake
2015-05-06T17:11:39.400Z,36.3196,-96.7527,1.137,3.1,ml,,165,,0.59,us,us20002cbj,2015-05-07T16:23:18.475Z,"5km ESE of Pawnee, Oklahoma",earthquake
2015-05-06T16:23:55.680Z,-44.2127,167.6999,24.41,4.8,mb,,90,1.125,0.68,us,us20002caf,2015-05-07T00:11:52.040Z,"118km NW of Queenstown, New Zealand",earthquake
2015-05-06T16:21:17.270Z,39.1325,-111.9445,7.49,2.74,ml,31,46,0.203,0.24,uu,uu60109937,2015-05-07T00:27:05.145Z,"10km W of Centerfield, Utah",earthquake
2015-05-06T16:11:01.480Z,33.8146667,-117.6296667,6.896,3.07,ml,67,28,0.02584,0.24,ci,ci37375864,2015-05-11T23:40:21.040Z,"8km SW of Corona, California",earthquake
2015-05-06T15:38:10.920Z,37.17,-98.0179,4.14,2.7,mb_lg,,88,0.066,0.58,us,us20002c8l,2015-05-06T21:51:37.465Z,"2km NNE of Anthony, Kansas",earthquake
2015-05-06T15:13:20.140Z,27.5792,85.5748,10,3.7,mb,,171,1.159,0.96,us,us20002cdc,2015-05-07T14:02:52.718Z,"6km E of Panaoti, Nepal",earthquake
2015-05-06T14:35:17.800Z,36.4875,-98.4947,5,2.6,ml,,137,,0.23,us,us20002c8a,2015-05-06T22:37:51.288Z,"21km WSW of Helena, Oklahoma",earthquake
2015-05-06T14:35:12.840Z,37.9646667,-122.0521667,13.7,2.63,md,119,46,0.0206,0.24,nc,nc72444191,2015-05-12T06:08:04.022Z,"2km SW of Concord, California",earthquake
2015-05-06T14:32:04.170Z,37.9611667,-122.0555,13.24,3.51,mw,190,32,0.02418,0.2,nc,nc72444186,2015-05-12T01:19:26.464Z,"1km NNE of Pleasant Hill, California",earthquake
2015-05-06T14:29:28.550Z,-11.2705,162.2084,26.87,4.7,mb,,46,2.874,0.52,us,us20002c82,2015-05-06T22:32:18.511Z,"95km SSE of Kirakira, Solomon Islands",earthquake
2015-05-06T14:10:07.200Z,36.8752,-98.1615,3.276,3.5,ml,,110,,0.48,us,us20002c7x,2015-05-06T17:09:51.851Z,"21km NE of Cherokee, Oklahoma",earthquake
2015-05-06T14:01:47.420Z,37.9581667,-122.0503333,13.89,3.03,ml,189,36,0.02185,0.22,nc,nc72444161,2015-05-13T09:04:11.566Z,"1km NE of Pleasant Hill, California",earthquake
2015-05-06T12:39:07.740Z,-6.9476,154.4881,62.7,4.4,mb,,88,3.584,0.71,us,us20002c7r,2015-05-06T20:41:42.735Z,"130km WSW of Panguna, Papua New Guinea",earthquake
2015-05-06T12:08:39.430Z,-25.6,178.2083,613.5,5,mb,,47,4.996,0.81,us,us20002c7n,2015-05-06T20:11:18.295Z,"South of the Fiji Islands",earthquake
2015-05-06T11:33:16.060Z,35.9476,-97.3609,6.15,2.7,mb_lg,,64,0.168,0.23,us,us20002c7l,2015-05-06T19:35:59.784Z,"9km NE of Guthrie, Oklahoma",earthquake
2015-05-06T11:06:08.280Z,35.944,-97.357,7.87,3.3,mb_lg,,64,0.167,0.26,us,us20002c7d,2015-05-06T19:00:51.913Z,"9km NE of Guthrie, Oklahoma",earthquake
2015-05-06T10:05:07.570Z,37.2594,-98.0378,6.01,3.2,mb_lg,,98,0.04,0.22,us,us20002c76,2015-05-06T11:44:25.751Z,"3km SSW of Harper, Kansas",earthquake
2015-05-06T09:33:07.810Z,-15.5791,-173.2401,35,4.5,mb,,99,4.701,0.55,us,us20002c70,2015-05-06T17:36:28.931Z,"68km NE of Hihifo, Tonga",earthquake
2015-05-06T09:29:13.050Z,36.8419,-98.1346,5,2.9,mb_lg,,90,0.071,0.3,us,us20002c6w,2015-05-06T17:33:40.272Z,"22km ENE of Cherokee, Oklahoma",earthquake
2015-05-06T09:19:31.570Z,33.8106667,-116.9816667,15.523,2.66,ml,144,23,0.1036,0.22,ci,ci37375696,2015-05-07T20:17:32.122Z,"4km NW of San Jacinto, California",earthquake
2015-05-06T09:12:18.090Z,37.2462,-98.0526,5,3,mb_lg,,115,0.022,0.26,us,us20002c72,2015-05-06T13:02:59.231Z,"5km SSW of Harper, Kansas",earthquake
2015-05-06T09:12:09.840Z,37.2703,-98.0535,5,2.9,mb_lg,,99,0.045,0.12,us,us20002c6q,2015-05-06T16:34:06.631Z,"3km SW of Harper, Kansas",earthquake
2015-05-06T08:39:42.000Z,18.6425,-67.5587,4,2.7,Md,15,198,0.26679964,0.34,pr,pr15126002,2015-05-06T16:43:01.700Z,"46km NW of Rincon, Puerto Rico",earthquake
2015-05-06T07:39:46.930Z,33.8116667,-116.9788333,15.32,3.72,ml,182,23,0.009814,0.24,ci,ci37375632,2015-05-13T10:03:40.980Z,"4km NNW of San Jacinto, California",earthquake
2015-05-06T07:12:41.000Z,62.4445,-148.2714,43.4,2.7,ml,,,,0.81,ak,ak11583100,2015-05-12T21:12:49.756Z,"78km NNE of Sutton-Alpine, Alaska",earthquake
2015-05-06T07:06:48.270Z,-5.6528,152.1344,46.65,5.2,mb,,62,1.452,0.93,us,us20002c5d,2015-05-06T15:11:14.950Z,"144km S of Kokopo, Papua New Guinea",earthquake
2015-05-06T06:05:17.510Z,-6.2632,149.6825,75.92,4.7,mb,,127,3.215,0.85,us,us20002c52,2015-05-06T14:07:50.742Z,"15km ESE of Kandrian, Papua New Guinea",earthquake
2015-05-06T05:42:36.200Z,18.923,-65.1847,15,3.1,Md,6,237.6,0.60905776,0.56,pr,pr15126000,2015-05-06T13:45:06.178Z,"69km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-05-06T03:27:48.000Z,59.9936,-153.1609,124.2,3,ml,,,,0.72,ak,ak11583012,2015-05-14T23:13:10.005Z,"59km SSW of Redoubt Volcano, Alaska",earthquake
2015-05-06T03:17:16.390Z,-5.5524,152.6354,46.26,5.4,mb,,44,1.431,0.89,us,us20002c40,2015-05-06T11:20:37.228Z,"127km SSW of Taron, Papua New Guinea",earthquake
2015-05-06T02:29:27.000Z,53.8856,-164.3232,56.8,3.8,ml,,,,0.73,ak,ak11582871,2015-05-12T21:13:29.332Z,"99km ESE of Akutan, Alaska",earthquake
2015-05-06T02:09:35.000Z,61.2467,-150.1642,45.4,2.9,ml,,,,0.65,ak,ak11582854,2015-05-12T21:13:47.059Z,"14km WNW of Anchorage, Alaska",earthquake
2015-05-06T01:52:50.760Z,-5.2592,152.8077,43.97,4.6,mb,,164,1.24,0.64,us,us20002c3n,2015-05-06T09:55:30.653Z,"91km SSW of Taron, Papua New Guinea",earthquake
2015-05-06T01:35:12.210Z,-6.3499,149.8717,44.61,5,mb,,104,3.131,0.6,us,us20002c3i,2015-05-06T06:50:44.903Z,"38km ESE of Kandrian, Papua New Guinea",earthquake
2015-05-06T01:09:00.480Z,19.3818333,-155.279,2.53,2.67,ml,39,46,0.005331,0.08,hv,hv60918166,2015-05-15T04:34:56.040Z,"6km SW of Volcano, Hawaii",earthquake
2015-05-05T23:45:54.310Z,4.4718,125.2349,246.05,4.4,mb,,85,4.247,0.83,us,us20002c32,2015-05-14T03:15:12.689Z,"106km SSW of Sarangani, Philippines",earthquake
2015-05-05T23:31:32.910Z,-22.0654,-179.4523,589.32,4.5,mb,,130,4.897,1.05,us,us20002c30,2015-05-14T03:12:25.735Z,"175km SSW of Ndoi Island, Fiji",earthquake
2015-05-05T22:27:13.500Z,44.5718,-114.3051,7.1,2.9,mc,42,53.9999956800003,0.03413598,0.24,mb,mb15447784,2015-05-06T06:29:53.680Z,"9km NW of Challis, Idaho",earthquake
2015-05-05T22:03:22.290Z,36.515,-98.9626,2.76,2.7,mb_lg,,87,0.138,0.85,us,us20002c2f,2015-05-06T06:06:50.806Z,"23km ENE of Mooreland, Oklahoma",earthquake
2015-05-05T21:28:31.320Z,35.2918,58.4853,10,5,mb,,67,2.646,0.68,us,us20002c1u,2015-05-06T07:02:55.872Z,"6km NNE of Kashmar, Iran",earthquake
2015-05-05T21:19:31.770Z,-5.7343,153.0958,32.76,4.8,mb,,101,6.922,0.61,us,us20002c1s,2015-05-06T05:22:05.731Z,"140km S of Taron, Papua New Guinea",earthquake
2015-05-05T21:18:07.130Z,7.8264,98.7215,10,4.3,mb,,110,3.125,1.05,us,us20002c1t,2015-05-07T03:21:06.354Z,"19km SE of Ban Phlu Nai (1), Thailand",earthquake
2015-05-05T21:13:27.290Z,-5.7054,152.1638,35,4.8,mb,,67,1.504,1.57,us,us20002c1n,2015-05-06T05:15:55.221Z,"150km S of Kokopo, Papua New Guinea",earthquake
2015-05-05T20:53:21.080Z,-15.3529,67.2173,10,5.3,mb,,40,12.34,0.78,us,us20002c13,2015-05-07T22:01:25.175Z,"Mid-Indian Ridge",earthquake
2015-05-05T20:39:48.420Z,-5.6327,152.0511,58.35,5.1,mb,,89,1.436,0.68,us,us20002c0x,2015-05-07T21:49:25.726Z,"143km S of Kokopo, Papua New Guinea",earthquake
2015-05-05T20:01:15.650Z,-15.4061,67.0894,24.48,5,mb,,56,19.307,0.86,us,us20002c08,2015-05-07T21:46:57.815Z,"Mid-Indian Ridge",earthquake
2015-05-05T19:36:03.160Z,-5.6075,152.3274,60.73,4.7,mb,,45,1.416,0.87,us,us20002bzj,2015-05-07T21:39:31.534Z,"139km S of Kokopo, Papua New Guinea",earthquake
2015-05-05T18:22:25.800Z,19.207,-66.4014,39,3,Md,9,280.8,0.73572022,0.1,pr,pr15125001,2015-05-06T21:53:39.040Z,"82km N of Brenas, Puerto Rico",earthquake
