time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-05-01T23:41:31.250Z,36.218,-89.4131667,6.93,2.88,md,42,55,0.01351,0.13,nm,nm60099616,2015-05-10T02:50:39.040Z,"8km SE of Ridgely, Tennessee",earthquake
2015-05-01T22:59:40.050Z,-17.5398,-178.2113,620.1,4.3,mb,,102,3.568,0.44,us,us20002dhl,2015-05-15T03:51:02.748Z,"284km ESE of Lambasa, Fiji",earthquake
2015-05-01T22:43:27.680Z,-5.1932,151.4361,29.28,4.3,mb,,112,1.231,1.32,us,us20002dhk,2015-05-17T01:19:22.855Z,"130km SW of Kokopo, Papua New Guinea",earthquake
2015-05-01T22:31:39.420Z,-21.101,-178.0617,579.67,4.4,mb,,96,4.958,1,us,us20002dhm,2015-05-15T03:53:11.391Z,"83km SE of Ndoi Island, Fiji",earthquake
2015-05-01T22:20:53.340Z,-24.1307,-66.7177,195.96,4.4,mb,,54,2.519,1.24,us,us20002arq,2015-05-11T03:42:09.813Z,"41km WNW of San Antonio de los Cobres, Argentina",earthquake
2015-05-01T22:10:09.980Z,27.6072,85.5759,10,4,mb,,119,1.149,0.51,us,us20002arr,2015-05-10T22:01:45.937Z,"5km ESE of Banepa, Nepal",earthquake
2015-05-01T21:25:33.370Z,42.767,17.93,2,4,mb,,,,1.24,us,us20002arf,2015-05-10T21:39:45.787Z,"11km SE of Podgora, Croatia",earthquake
2015-05-01T21:03:14.880Z,-58.0112,-27.696,317.53,4.3,mb,,60,6.17,0.49,us,us20002dhn,2015-05-15T04:02:37.105Z,"132km NNW of Bristol Island, South Sandwich Islands",earthquake
2015-05-01T20:31:22.000Z,68.9599,-144.6455,3.2,2.5,ml,,,,0.76,ak,ak11576986,2015-05-07T20:02:35.914Z,"99km NNE of Arctic Village, Alaska",earthquake
2015-05-01T20:00:06.170Z,-23.2896,-66.7595,205.61,4.6,mb,,49,2.094,1.14,us,us20002aqv,2015-05-05T14:57:55.143Z,"109km W of El Aguilar, Argentina",earthquake
2015-05-01T19:55:56.740Z,-6.0887,151.1274,44.55,4.9,mb,,69,2.149,0.56,us,us20002aqx,2015-05-02T16:27:43.928Z,"124km ESE of Kimbe, Papua New Guinea",earthquake
2015-05-01T19:39:32.780Z,19.3861667,-155.2451667,2.81,2.6,ml,25,78,0.01325,0.07,hv,hv60912106,2015-05-07T00:25:14.506Z,"3km SSE of Volcano, Hawaii",earthquake
2015-05-01T19:34:37.000Z,19.1767,-64.4049,66,2.9,Md,7,295.2,0.44915764,0.43,pr,pr15121006,2015-05-02T15:25:38.040Z,"87km NNE of Road Town, British Virgin Islands",earthquake
2015-05-01T19:32:19.720Z,19.33,-155.2026667,7.73,2.92,ml,40,82,0.04521,0.07,hv,hv60912091,2015-05-07T00:24:24.599Z,"9km S of Volcano, Hawaii",earthquake
2015-05-01T19:30:32.210Z,19.3868333,-155.2441667,2.9,3.15,ml,29,74,0.01362,0.08,hv,hv60912081,2015-05-07T00:23:33.093Z,"4km SSW of Volcano, Hawaii",earthquake
2015-05-01T19:26:15.000Z,51.8617,178.3408,125.3,2.7,ml,,,,0.35,ak,ak11576910,2015-05-07T20:02:18.542Z,"14km SW of Little Sitkin Island, Alaska",earthquake
2015-05-01T19:04:05.200Z,19.7318,-64.7341,101,3.3,Md,7,284.4,1.06540193,0.17,pr,pr15121005,2015-05-02T14:43:41.040Z,"146km N of Road Town, British Virgin Islands",earthquake
2015-05-01T17:47:57.310Z,40.9778,142.9707,45.3,4.4,mb,,109,1.045,0.97,us,us20002aq3,2015-05-02T14:34:18.161Z,"135km ENE of Hachinohe, Japan",earthquake
2015-05-01T17:44:00.100Z,18.9885,-65.141,49,2.8,Md,7,241.2,0.65666847,0.1,pr,pr15121004,2015-05-02T13:55:19.040Z,"74km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-05-01T17:18:31.300Z,18.895,-64.9845,29,2.5,Md,4,270,0.5407858,0.1,pr,pr15121003,2015-05-02T13:39:23.040Z,"61km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-05-01T17:16:03.420Z,5.4851,-82.6448,10.21,4.6,mb,,77,2.982,1.13,us,us20002apv,2015-05-02T13:36:20.770Z,"282km S of Punta de Burica, Panama",earthquake
2015-05-01T17:08:38.560Z,32.1658333,-115.816,6,2.67,ml,25,171,0.4264,0.25,ci,ci37373224,2015-05-02T01:11:11.708Z,"51km SSW of Progreso, B.C., Mexico",earthquake
2015-05-01T16:56:42.210Z,40.9485,143.1113,36.48,4.8,mb,,136,1.066,1.24,us,us20002apm,2015-05-02T00:59:26.270Z,"144km ENE of Hachinohe, Japan",earthquake
2015-05-01T16:00:10.060Z,-17.6,-178.7752,519.17,4.5,mb,,88,3.027,1.11,us,us20002ape,2015-05-02T00:02:47.549Z,"235km SE of Lambasa, Fiji",earthquake
2015-05-01T15:42:29.900Z,18.0946,-64.656,120,2.8,Md,7,237.6,0.32249519,0.23,pr,pr15121002,2015-05-01T23:45:06.915Z,"35km S of Road Town, British Virgin Islands",earthquake
2015-05-01T15:09:58.220Z,36.4244,70.7219,210.3,4.1,mb,,180,0.709,0.45,us,us20002ap1,2015-05-01T23:12:42.609Z,"44km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake
2015-05-01T15:04:44.200Z,-9.4879,117.6425,78.02,4.1,mb,,142,3.593,0.44,us,us20002anx,2015-05-01T23:07:21.235Z,"77km S of Plampang, Indonesia",earthquake
2015-05-01T12:58:42.490Z,19.4368333,-155.5001667,12.11,2.51,ml,30,41,0.05065,0.1,hv,hv60911616,2015-05-07T00:17:43.104Z,"25km N of Pahala, Hawaii",earthquake
2015-05-01T12:58:02.540Z,25.2112,123.0842,155.4,4.7,mb,,68,0.743,0.64,us,us20002an7,2015-05-01T21:00:37.541Z,"82km N of Yonakuni, Japan",earthquake
2015-05-01T12:23:51.120Z,19.3718333,-155.219,3.17,2.64,ml,31,80,0.003836,0.08,hv,hv60911556,2015-05-07T00:17:07.251Z,"6km SSE of Volcano, Hawaii",earthquake
2015-05-01T11:05:28.460Z,19.4318333,-154.8028333,1.21,2.59,ml,28,283,0.09417,0.37,hv,hv60911456,2015-05-07T19:23:42.274Z,"12km ESE of Leilani Estates, Hawaii",earthquake
2015-05-01T10:19:26.280Z,19.385,-155.2438333,2.77,2.73,ml,25,81,0.01177,0.07,hv,hv60911376,2015-05-07T00:15:01.856Z,"5km S of Volcano, Hawaii",earthquake
2015-05-01T09:00:16.000Z,57.0323,-157.0845,12.7,2.7,ml,,,,0.86,ak,ak11576478,2015-05-07T20:01:22.423Z,"134km NE of Chignik Lake, Alaska",earthquake
2015-05-01T08:58:41.570Z,10.7048,91.984,26.89,5.3,mb,,98,1.203,0.71,us,us20002aml,2015-05-01T14:37:39.993Z,"135km SW of Port Blair, India",earthquake
2015-05-01T08:06:04.990Z,-5.196,151.8013,57.04,6.8,mww,,18,1.061,0.77,us,us20002am6,2015-05-13T21:56:54.000Z,"106km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-01T07:42:39.300Z,-2.9765,-80.4169,51.51,4.5,mb,,84,3.748,0.72,us,us20002am5,2015-05-01T15:45:21.900Z,"38km S of Playas, Ecuador",earthquake
2015-05-01T07:32:54.960Z,36.5432,-98.9771,6.32,3.9,mb_lg,,26,0.164,0.74,us,us20002am2,2015-05-02T09:04:49.515Z,"23km ENE of Mooreland, Oklahoma",earthquake
2015-05-01T07:26:29.700Z,35.8373,-97.2552,5,2.8,mb_lg,,52,0.167,0.35,us,us20002am1,2015-05-01T15:29:13.623Z,"11km S of Langston, Oklahoma",earthquake
2015-05-01T06:52:18.000Z,52.6836,-171.9919,131,2.5,ml,,,,0.78,ak,ak11582905,2015-05-07T20:02:00.039Z,"54km WNW of Amukta Island, Alaska",earthquake
2015-05-01T06:02:19.900Z,18.5816,-65.3888,93,3.4,Md,16,187.2,0.29105415,0.2,pr,pr15121000,2015-05-01T14:04:51.219Z,"32km NNW of Culebra, Puerto Rico",earthquake
2015-05-01T04:28:56.320Z,19.382,-155.2401667,1.92,2.81,ml,32,74,0.008398,0.09,hv,hv60911136,2015-05-07T00:13:07.488Z,"5km S of Volcano, Hawaii",earthquake
2015-05-01T03:59:50.550Z,0.4974,147.3625,14.97,4.5,mb,,60,2.523,0.77,us,us20002dgp,2015-05-13T05:25:12.242Z,"278km N of Lorengau, Papua New Guinea",earthquake
2015-05-01T02:58:07.000Z,51.095,-178.1238,25.8,2.6,ml,,,,0.5,us,us20002c47,2015-05-13T02:31:18.494Z,"71km ESE of Amatignak Island, Alaska",earthquake
2015-05-01T02:55:54.110Z,15.6395,-93.5784,99.93,4.4,mb,,197,1.526,0.84,us,us20002al5,2015-05-01T04:01:41.997Z,"25km S of Tres Picos, Mexico",earthquake
2015-05-01T02:46:51.880Z,19.3808333,-155.243,2.08,2.88,ml,27,75,0.007572,0.11,hv,hv60911031,2015-05-07T00:12:11.041Z,"5km S of Volcano, Hawaii",earthquake
2015-05-01T02:46:21.900Z,-9.4437,112.9251,68.29,5,mb,,44,1.55,1.13,us,us20002al3,2015-05-13T01:48:26.828Z,"117km SSE of Krajan Tambakrejo, Indonesia",earthquake
2015-05-01T02:00:33.630Z,19.3831667,-155.2396667,2.69,3.03,ml,28,80,0.00959,0.14,hv,hv60910911,2015-05-07T00:11:29.282Z,"5km S of Volcano, Hawaii",earthquake
2015-05-01T01:54:15.810Z,-23.5872,-179.9244,520.78,4.1,mb,,145,6.113,0.87,us,us20002dgq,2015-05-13T00:01:12.585Z,"South of the Fiji Islands",earthquake
2015-05-01T01:33:36.000Z,52.1777,177.2313,22.3,2.9,ml,,,,0.45,us,us20002c4i,2015-05-12T23:45:02.752Z,"26km WNW of Kiska Volcano, Alaska",earthquake
2015-05-01T00:27:59.100Z,36.5248,-98.0897,5.89,2.5,ml,,96,,0.4,us,us20002bdz,2015-05-11T21:59:16.300Z,"16km E of Helena, Oklahoma",earthquake
2015-05-01T00:21:08.270Z,-21.8264,170.7323,130.85,5.1,mb,,43,3.988,0.73,us,us20002aki,2015-05-10T21:21:03.320Z,"150km WNW of Ile Hunter, New Caledonia",earthquake
2015-04-30T23:56:28.000Z,58.7328,-137.3763,12.5,2.5,ml,,,,0.77,us,us20002d9a,2015-05-11T00:00:14.944Z,"101km WNW of Gustavus, Alaska",earthquake
2015-04-30T23:38:01.320Z,49.0976,152.0444,254.5,4,mb,,147,5.367,0.43,us,us20002dfh,2015-05-11T23:00:37.096Z,"230km E of Vostok, Russia",earthquake
2015-04-30T21:55:53.200Z,36.5786667,-121.1755,2.56,2.86,md,81,28,0.01233,0.07,nc,nc72437940,2015-05-01T18:40:04.611Z,"21km NE of Soledad, California",earthquake
2015-04-30T21:25:10.000Z,-5.2751,152.3387,35,4.3,mb,,139,1.09,0.57,us,us20002dfc,2015-05-11T01:05:08.792Z,"102km S of Kokopo, Papua New Guinea",earthquake
2015-04-30T20:08:41.000Z,54.6301,-161.5964,13.3,2.9,ml,,,,0.65,ak,ak11576068,2015-05-07T01:28:39.345Z,"95km SE of Cold Bay, Alaska",earthquake
2015-04-30T19:35:28.530Z,36.5768333,-121.173,2.62,2.57,md,71,28,0.01389,0.07,nc,nc72437880,2015-05-01T20:02:04.514Z,"21km NE of Soledad, California",earthquake
2015-04-30T19:21:18.190Z,26.2355,94.8075,10,4.8,mb,,45,2.74,1.53,us,us20002aid,2015-05-01T18:24:03.137Z,"5km SSW of Tuensang, India",earthquake
2015-04-30T18:13:42.000Z,57.4124,-152.2177,46.3,2.8,ml,,,,0.9,ak,ak11575987,2015-05-07T17:30:52.285Z,"43km SSE of Kodiak, Alaska",earthquake
2015-04-30T18:04:42.920Z,35.8422,-97.4775,4.93,2.7,mb_lg,,70,0.049,0.25,us,us20002ak4,2015-05-01T03:17:17.759Z,"6km SW of Guthrie, Oklahoma",earthquake
2015-04-30T17:42:21.000Z,62.1088,-151.7644,94,2.6,ml,,,,0.53,ak,ak11575924,2015-05-07T01:26:36.227Z,"89km WSW of Talkeetna, Alaska",earthquake
2015-04-30T17:34:37.350Z,27.5248,85.3757,10,3.8,mb,,178,5.501,1.07,us,us20002ajz,2015-05-04T11:47:20.655Z,"14km WSW of Panaoti, Nepal",earthquake
2015-04-30T16:49:36.440Z,5.7892,126.2833,118.75,4.5,mb,,69,1.451,1.06,us,us20002ahh,2015-05-01T13:59:31.651Z,"64km S of Pondaguitan, Philippines",earthquake
2015-04-30T15:20:34.000Z,19.1186,-66.7685,32,2.8,Md,8,270,0.67643141,0.33,pr,pr15120005,2015-04-30T23:23:34.007Z,"70km N of Hatillo, Puerto Rico",earthquake
2015-04-30T14:42:37.000Z,19.4232,-65.9978,30,2.9,Md,6,306,1.06719856,0.15,pr,pr15120004,2015-04-30T22:45:55.961Z,"106km N of San Juan, Puerto Rico",earthquake
2015-04-30T14:38:42.130Z,19.8991661,-155.6069946,13.37,2.5,md,18,223,0.06347,0.38,hv,hv60910116,2015-05-07T00:06:10.126Z,"15km SSE of Waimea, Hawaii",earthquake
2015-04-30T14:22:12.000Z,61.2814,-147.214,18.8,3,ml,,,,0.59,ak,ak11575742,2015-05-07T01:27:36.485Z,"49km WNW of Valdez, Alaska",earthquake
2015-04-30T14:12:30.000Z,51.9252,-179.7282,149.8,3.4,ml,22,154.799987616001,,0.31,ak,ak11583954,2015-05-07T01:29:34.443Z,"46km E of Semisopochnoi Island, Alaska",earthquake
2015-04-30T14:10:45.900Z,18.6753,-64.821,17,2.8,Md,5,208.8,0.32249519,0.09,pr,pr15120002,2015-04-30T22:13:50.634Z,"35km NW of Road Town, British Virgin Islands",earthquake
2015-04-30T14:01:15.960Z,33.851,-118.2511667,14.66,3.42,ml,168,51,0.01869,0.32,ci,ci37372672,2015-05-13T08:12:47.478Z,"4km NE of Carson, California",earthquake
2015-04-30T11:19:47.000Z,53.81,-164.5714,59.8,2.7,ml,,,,0.34,ak,ak11575612,2015-05-07T01:28:57.483Z,"86km ESE of Akutan, Alaska",earthquake
2015-04-30T10:45:05.260Z,-5.3917,151.8179,48.88,6.7,mwc,,15,1.241,0.96,us,us20002ag9,2015-05-09T19:56:28.000Z,"125km SSW of Kokopo, Papua New Guinea",earthquake
2015-04-30T10:19:08.440Z,-60.403,-26.8476,10,5.8,mb,,54,14.769,1.26,us,us20002ag2,2015-05-13T21:56:53.000Z,"153km S of Bristol Island, South Sandwich Islands",earthquake
2015-04-30T06:42:04.000Z,59.2919,-153.7232,115.5,2.6,ml,,,,0.36,ak,ak11575449,2015-05-07T01:26:53.785Z,"84km SE of Old Iliamna, Alaska",earthquake
2015-04-30T06:29:56.720Z,38.5238,-29.1624,10,4.7,mb,,91,0.743,0.6,us,us20002aeh,2015-04-30T14:32:35.532Z,"40km W of Ribeira Grande, Portugal",earthquake
2015-04-30T05:57:04.910Z,36.524,-98.1399,5,2.6,mb_lg,,90,0.127,0.31,us,us20002aec,2015-04-30T06:17:02.262Z,"11km ESE of Helena, Oklahoma",earthquake
2015-04-30T05:40:53.900Z,18.7229,-65.5886,42,2.6,Md,6,244.8,0.50485319,0.15,pr,pr15120000,2015-04-30T14:09:08.695Z,"41km NNE of Luquillo, Puerto Rico",earthquake
2015-04-30T05:34:23.470Z,-17.7632,-178.6761,557.39,4.6,mb,,80,3.117,0.78,us,us20002aea,2015-04-30T13:36:53.656Z,"254km SE of Lambasa, Fiji",earthquake
2015-04-30T05:08:55.870Z,0.7483,126.2358,45.87,4.7,mb,,62,1.131,0.77,us,us20002ae9,2015-04-30T13:11:33.829Z,"125km W of Kota Ternate, Indonesia",earthquake
2015-04-30T03:39:13.440Z,36.3578,-97.3935,5,2.6,mb_lg,,56,0.429,0.59,us,us20002ae2,2015-04-30T04:15:11.064Z,"12km NW of Perry, Oklahoma",earthquake
2015-04-30T00:43:27.080Z,-23.6514,-67.7961,111.3,4.9,mb,,64,1.456,1.14,us,us20002acr,2015-04-30T08:46:03.976Z,"92km SSE of San Pedro de Atacama, Chile",earthquake
2015-04-30T00:37:10.990Z,27.9232,84.6177,10,4.3,mb,,99,1.941,1.03,us,us20002acq,2015-05-02T21:22:23.842Z,"32km NE of Bharatpur, Nepal",earthquake
2015-04-30T00:01:30.000Z,57.0878,-157.0461,6.3,2.5,ml,,,,0.83,ak,ak11575331,2015-05-07T17:31:10.840Z,"140km NE of Chignik Lake, Alaska",earthquake
2015-04-29T23:49:24.000Z,60.4119,-152.0631,91.4,2.6,ml,73,39.5999968320002,,0.56,ak,ak11575146,2015-05-15T22:10:12.577Z,"38km ESE of Redoubt Volcano, Alaska",earthquake
2015-04-29T23:08:54.780Z,19.3818333,-155.2445,1.64,3.15,ml,26,79,0.009006,0.09,hv,hv60909371,2015-05-15T21:59:45.687Z,"5km S of Volcano, Hawaii",earthquake
2015-04-29T23:08:51.000Z,54.4304,-164.1535,173.3,2.6,ml,,179,,0.51,us,us20002bn7,2015-05-15T21:52:36.396Z,"66km SW of False Pass, Alaska",earthquake
2015-04-29T22:10:52.110Z,28.33,87.2319,10,4.5,mb,,55,3.675,0.85,us,us20002abh,2015-05-15T23:17:55.775Z,"36km SSE of Xegar, China",earthquake
2015-04-29T21:40:03.980Z,44.3543,151.4223,10,4.4,mb,,202,6.347,0.52,us,us20002ab3,2015-04-30T05:42:44.141Z,"296km ESE of Kuril'sk, Russia",earthquake
2015-04-29T21:19:07.160Z,52.6254,-169.4082,5.44,3.9,mb,,174,0.25,1.39,us,us20002bmw,2015-05-15T23:50:13.489Z,"50km SW of Nikolski, Alaska",earthquake
2015-04-29T21:12:11.000Z,52.8486,-169.5147,4.9,3.1,ml,,172,,0.8,us,us20002bmv,2015-05-15T23:55:49.776Z,"44km WSW of Nikolski, Alaska",earthquake
2015-04-29T20:30:58.000Z,36.2845,-97.5163,8.843,3,ml,,113,,0.76,us,us20002aa7,2015-04-29T21:56:13.869Z,"20km W of Perry, Oklahoma",earthquake
2015-04-29T19:32:28.000Z,63.2434,-150.5661,132.4,3.6,ml,,,,0.53,ak,ak11574760,2015-05-05T00:53:22.698Z,"82km W of Cantwell, Alaska",earthquake
2015-04-29T19:15:59.670Z,19.334,-155.1305,7.25,3.38,ml,49,120,0.0479,0.09,hv,hv60909026,2015-05-06T23:56:47.977Z,"15km SE of Volcano, Hawaii",earthquake
2015-04-29T19:09:45.930Z,37.0533333,-118.2688333,7.04,2.96,md,49,89,0.03101,0.09,nc,nc72437435,2015-04-30T02:17:35.349Z,"12km S of Big Pine, California",earthquake
2015-04-29T17:35:00.440Z,19.404,-155.2605,0.99,3.02,ml,39,33,0.007751,0.12,hv,hv60908871,2015-05-06T23:55:50.379Z,"3km SW of Volcano, Hawaii",earthquake
2015-04-29T17:34:04.000Z,61.5915,-141.1146,10.7,2.8,ml,53,35.9999971200002,,0.75,ak,ak11574667,2015-05-05T00:23:04.492Z,"176km E of Chitina, Alaska",earthquake
2015-04-29T17:16:35.370Z,27.8505,85.6739,10,4.3,mb,,143,5.129,1.2,us,us20002a8d,2015-04-30T09:02:47.370Z,"21km NE of Nagarkot, Nepal",earthquake
2015-04-29T17:13:35.800Z,18.6746,-66.8423,82,2.6,Md,12,230.4,0.32788508,0.33,pr,pr15119002,2015-04-30T00:57:52.705Z,"20km N of Hatillo, Puerto Rico",earthquake
2015-04-29T17:10:09.000Z,51.7185,177.9787,59.4,2.7,ml,12,183.599985312001,,0.29,ak,ak11581387,2015-05-05T00:23:23.397Z,"44km SW of Little Sitkin Island, Alaska",earthquake
2015-04-29T16:42:26.600Z,36.2841,-97.5182,5.661,3.8,mwr,,88,,0.83,us,us20002a7w,2015-05-11T22:06:09.284Z,"20km W of Perry, Oklahoma",earthquake
2015-04-29T16:36:48.510Z,51.6824,-175.1685,43.96,4,mb,,148,0.559,1.23,us,us20002abd,2015-05-11T22:02:10.176Z,"87km SW of Atka, Alaska",earthquake
2015-04-29T16:09:51.890Z,40.0503,142.809,37.81,5.4,mww,,36,1.787,0.59,us,us20002a7q,2015-05-11T04:13:14.022Z,"86km ENE of Miyako, Japan",earthquake
2015-04-29T15:27:17.630Z,23.8627,121.7794,20.53,4,mb,,101,0.352,0.69,us,us20002bpj,2015-05-05T03:20:41.701Z,"21km SE of Hualian, Taiwan",earthquake
2015-04-29T15:08:42.190Z,-31.4124,-178.5122,10,4.3,mb,,167,2.218,0.27,us,us20002ca2,2015-05-07T05:23:48.126Z,"36km E of L'Esperance Rock, New Zealand",earthquake
2015-04-29T15:07:58.220Z,1.6648,126.6538,55.19,4.1,mb,,153,1.137,0.79,us,us20002c9k,2015-05-07T05:17:02.843Z,"125km NW of Kota Ternate, Indonesia",earthquake
2015-04-29T15:06:15.100Z,36.1825,-97.3258,4.439,3.1,ml,,82,,0.5,us,us20002a78,2015-05-07T05:12:30.180Z,"12km SSW of Perry, Oklahoma",earthquake
2015-04-29T13:42:54.640Z,37.0593333,-118.2763333,6.26,2.89,ml,48,102,0.03734,0.11,nc,nc72437345,2015-04-30T15:17:07.488Z,"13km S of Big Pine, California",earthquake
2015-04-29T13:29:23.000Z,57.0943,-157.0861,4.4,2.5,ml,16,133.199989344001,,0.54,ak,ak11581373,2015-05-05T00:24:00.544Z,"138km NE of Chignik Lake, Alaska",earthquake
2015-04-29T12:38:14.000Z,57.116,-157.1111,9,3.1,ml,,,,0.52,ak,ak11574470,2015-05-05T00:24:39.488Z,"139km NE of Chignik Lake, Alaska",earthquake
2015-04-29T11:34:15.540Z,-27.9099,-71.156,53.51,4.2,mb,,141,0.302,0.59,us,us20002a5a,2015-04-29T19:36:46.803Z,"83km NNW of Vallenar, Chile",earthquake
2015-04-29T11:27:44.810Z,27.8566,85.4211,10,4.4,mb,,128,6.19,0.58,us,us20002a59,2015-04-29T21:33:50.134Z,"18km NNW of Nagarkot, Nepal",earthquake
2015-04-29T11:22:42.190Z,11.9115,-88.9266,31.38,5,mb,,116,1.789,1.05,us,us20002a56,2015-04-29T19:25:24.483Z,"157km SSW of Puerto El Triunfo, El Salvador",earthquake
2015-04-29T09:36:56.740Z,37.0578333,-118.269,6.76,3.49,ml,50,102,0.03134,0.1,nc,nc72437265,2015-04-30T03:42:05.270Z,"12km S of Big Pine, California",earthquake
2015-04-29T07:24:53.000Z,50.5062,177.1996,16.3,2.9,ml,,,,0.36,ak,ak11581349,2015-05-05T00:53:42.108Z,"179km S of Kiska Volcano, Alaska",earthquake
2015-04-29T07:01:53.000Z,37.013,-97.9219,6.53,2.6,mb_lg,,74,0.065,0.53,us,us20002aaw,2015-04-29T21:40:44.283Z,"18km SSE of Anthony, Kansas",earthquake
2015-04-29T06:55:48.000Z,60.3005,-153.6702,190.8,2.8,ml,,,,0.6,ak,ak11574280,2015-05-05T00:25:14.540Z,"55km WSW of Redoubt Volcano, Alaska",earthquake
2015-04-29T06:54:37.370Z,-31.6416,-174.5316,10,5.1,mb,,157,8.348,1.01,us,us20002a2h,2015-04-29T14:58:00.727Z,"Kermadec Islands region",earthquake
2015-04-29T06:08:25.680Z,37.5295,-118.6823333,8.17,2.91,md,36,98,0.1077,0.04,nc,nc72437220,2015-04-29T22:16:07.388Z,"27km NW of West Bishop, California",earthquake
2015-04-29T05:25:53.530Z,35.7646,-97.4179,5,3.1,mb_lg,,48,0.043,0.55,us,us20002a1y,2015-04-29T15:20:06.694Z,"12km S of Guthrie, Oklahoma",earthquake
2015-04-29T03:26:03.310Z,-25.922,71.1382,10,4.5,mb,,76,23.321,0.39,us,us20002c92,2015-05-15T01:19:10.151Z,"Mid-Indian Ridge",earthquake
2015-04-29T02:51:06.930Z,51.8947,-174.2915,46.6,3.7,mb,,180,0.312,0.99,us,us20002a2z,2015-05-07T05:09:07.778Z,"34km S of Atka, Alaska",earthquake
2015-04-29T02:41:31.000Z,63.028,-148.1154,14.9,2.9,ml,,,,0.77,ak,ak11574208,2015-05-07T05:02:17.040Z,"58km SE of Cantwell, Alaska",earthquake
2015-04-29T02:37:48.170Z,27.435,53.3674,24.95,4.9,mb,,31,0.203,1.04,us,us20002a1c,2015-05-07T04:52:16.486Z,"80km WSW of Gerash, Iran",earthquake
2015-04-29T01:29:52.960Z,13.8314,93.0926,64.87,4.2,mb,,125,2.189,0.72,us,us20002c90,2015-05-07T04:29:01.975Z,"239km N of Bamboo Flat, India",earthquake
2015-04-29T01:25:22.960Z,13.4194,-89.3552,68.6,4.4,mb,,186,0.291,0.95,us,us20002acw,2015-05-07T04:23:46.958Z,"8km SSW of La Libertad, El Salvador",earthquake
2015-04-29T01:21:42.200Z,36.8175,-97.8075,5,2.6,ml,,63,,0.57,us,us20002a14,2015-05-07T04:15:23.959Z,"6km W of Medford, Oklahoma",earthquake
2015-04-29T00:51:15.690Z,-33.2443,-178.9536,9.64,4.3,mb,,167,4.082,0.35,us,us20002c8z,2015-05-07T04:13:09.375Z,"200km S of L'Esperance Rock, New Zealand",earthquake
2015-04-29T00:28:18.970Z,25.9938,128.4572,10,4.9,mb,,64,0.855,0.74,us,us20002c9a,2015-05-07T04:07:32.068Z,"69km ESE of Haebaru, Japan",earthquake
2015-04-29T00:26:51.810Z,25.9853,128.3979,15.68,5,mb,,111,0.854,0.78,us,us20002a0t,2015-05-07T04:00:23.383Z,"65km SE of Haebaru, Japan",earthquake
2015-04-28T23:50:14.270Z,-5.0631,129.7692,202.58,4.5,mb,,75,3.264,1.02,us,us20002a0r,2015-05-07T03:40:20.684Z,"206km SE of Saparua, Indonesia",earthquake
2015-04-28T23:27:27.270Z,-26.0954,179.7,489.94,4.4,mb,,89,3.776,0.82,us,us20002c6e,2015-05-07T02:14:09.016Z,"South of the Fiji Islands",earthquake
2015-04-28T23:27:16.300Z,15.827,-93.413,111.1,4.1,mb,,,,1.27,us,us20002d5b,2015-05-07T03:37:23.967Z,"13km ESE of Tres Picos, Mexico",earthquake
2015-04-28T23:14:32.410Z,-18.5977,-174.4048,191.33,4.2,mb,,140,5.3,0.79,us,us20002c6f,2015-05-06T23:56:10.180Z,"44km W of Neiafu, Tonga",earthquake
2015-04-28T22:18:54.460Z,36.9922,-97.9258,5.7,3.6,mwr,,79,0.046,0.54,us,us20002a09,2015-04-29T16:24:34.979Z,"20km SSE of Anthony, Kansas",earthquake
2015-04-28T21:44:24.160Z,27.9583,85.866,10,4.1,mb,,177,0.836,0.69,us,us20002c6a,2015-05-14T05:35:15.148Z,"8km W of Kodari, Nepal",earthquake
2015-04-28T21:09:57.640Z,-5.4096,147.0619,177.29,4.5,mb,,152,3.97,0.48,us,us200029zk,2015-04-29T05:12:24.466Z,"141km E of Madang, Papua New Guinea",earthquake
2015-04-28T21:03:25.500Z,36.027,-97.6357,2.03,2.6,ml,,111,,0.66,us,us20002a7v,2015-05-16T01:12:41.631Z,"9km NNW of Crescent, Oklahoma",earthquake
2015-04-28T20:59:47.300Z,36.2827,-97.5113,5.673,3.3,ml,,126,,0.56,us,us200029zi,2015-04-30T17:51:16.897Z,"20km W of Perry, Oklahoma",earthquake
2015-04-28T20:06:42.950Z,9.4993,-78.8813,56.69,4.3,mb,,73,0.999,1.01,us,us20002a0l,2015-04-30T17:41:39.793Z,"9km ENE of Carti Suitupo, Panama",earthquake
2015-04-28T19:18:14.700Z,19.12,-64.5873,54,3,Md,4,284.4,0.45724248,0.15,pr,pr15118002,2015-04-30T16:50:33.040Z,"77km N of Road Town, British Virgin Islands",earthquake
2015-04-28T18:56:53.460Z,17.1424,-94.9899,111,5.5,mww,,43,2.864,1.15,us,us200029ys,2015-04-30T16:10:02.525Z,"8km E of Palomares, Mexico",earthquake
2015-04-28T17:49:52.170Z,43.1827,145.7214,78.93,4.5,mb,,143,2.224,0.83,us,us200029yd,2015-04-30T13:33:41.529Z,"19km SE of Nemuro, Japan",earthquake
